Character,Line
Leela, Nibbler? Poopsie-doodle?
Bender," Aw, crap, singing. Mind if I smoke?"
Fry," Listen, Leela, let me make it up by taking you out to dinner tonight."
Fry, Any effect?
Bender," Hey, you wouldn't hit a guy with X-Ray glasses would you? Ow! Easy on the arm! Oh! Oh, my ass!"
Fry," Come on, boy, jump! Good boy!"
Farnsworth, Me!
Bender," Nah, don't ruin it. I'm lovin' the hypocrisy. It's like catchin' an evangelist in a whorehouse. That was the best Christmas ever."
Leela, Great! Now we're being crushed.
Bender," Hmm. Ah, a picture of my mommy."
Hermes, Worthless.
Bender," Nine, ten, fire. Yes, I got him! Wohoo!"
Farnsworth, Until 5pm?
Fry, It's just a cold! What's the big deal?
Hermes, What's all this cat hair on my sweater?
Fry, I've got a date. She'll be along any minute.
Bender," Why you selfish little bastards, Do you want the kids to think that Santa's just a crummy, empty-handed jerk?"
Bender, Only one way to find out.
Hermes," I'm from Jamaica, the ""Show Me"" island. So show me you're blowing it out your fanny."
Fry," Sir, with me around, they'll be the least of your worries."
Bender, Has humanity called?
Hermes, Tally me banana.
Farnsworth," Oh, Cubert, come in here. I have something amazing to show you."
Bender," I sure was. Make a hole, chumps. Presenting our new masters!"
Bender," Yes, Malachi, what is it this time?"
Leela," We crashed on an uncharted planet.  When I woke up, I was pinned under this tree. Can you help me?"
Leela," I know you're trying to mask your pain with humour, but don't worry. I'm sure the Professor can clone you a new nose."
Leela, Like what?
Farnsworth, There he is again!
Leela," OK, is everyone ready?"
Fry," Giant Space Robot, this is Captain Fry of the USS Planet Express Ship. We come in peace."
Bender, I will. I will.
Bender," So it's a cake you want, is it? I'll make you a cake you'll never forget."
Amy, Hooray!
Zoidberg, Hey! I'm trying to sleep in here!
Hermes," OK, Fry!"
Zoidberg," Oh, sure, like you need all your blood."
Fry, Which means we can clone it! Seymour will live again!
Leela," If I may offer some constructive criticism, there was never any real peril. I mean, the delivery guy has, like, 30 superpowers."
Fry, So you flip out and start acting like some crazy folk singer?
Zoidberg," Yes. The same jerk that once noshed on me like a shrimp toast. Now, who's getting 'is pineal gland extracted? Ah, yes. This contains a concentrated form of the Yeti neurotoxin."
Bender," Aw, man. Why do you gotta be so oracle-y?"
Bender," Now that's hospital dancing. Pretty good, eh, Calcky?"
Bender, Quick! Let's keep escaping!
Fry," Well, I sort of a have a thing for this girl I work with."
Leela, A little. That's why I've decided to hurt you until you explain it.
Farnsworth, Perhaps 149 is just too old to be a scientist.
Bender," Oh, my God! Look! It's Bigfoot!"
Fry, Because I'm so smart?
Fry, I'll take care of this.
Leela, I didn't realise you were such a coin-a-sewer.
Leela," Shut up, Zoidberg!"
Bender," Uh, while you're at it, could you touch up this seam?"
Bender," OK, everyone, come and get it!"
Fry, Please?
Farnsworth," Oh, fuff! Nothing in the universe can fracture diamondium. Not even God 1 an' God 2 put together. But behold! The tail is composed of abrasive comet powder. And that's just what I need to put a washday shine on my new Doomsday device. Now hop in the flivver and score me some o' that sweet, sweet powder."
Farnsworth, Between a minute and a billion years.
Fry, That's great! What's the little guy's name?
Fry," Yeah, I wanna see that."
Farnsworth," If my calculations are correct, this garbage ball will knock the other garbage ball directly into the sun."
Farnsworth," I didn't say anything about animals. Now it seems that the planet will collapse within three days. Incidentally, this will kill all the animals."
Zoidberg, Money!
Hermes," Yes, but you only stamped it four times!"
Bender," That's her right there, with the ""I'm gonna kill you Bender"" look in her eye."
Fry, That's one small step for Fry--
Leela," Uh, Professor...?"
Bender, What about on the roof?
Leela, I wouldn't feel so bad if Bender just understood the pain he caused me.
Leela," Yes, my lord. Amy and Nibbler are a tewwible thweat. They must be spayed and neutered, wespectivewy."
Zoidberg, And Zoidberg picks up another piece. The crowd goes wild! What is?
Fry, I'll be there.
Zoidberg," There you go, dearies."
Fry," Well, rest assured, Leela's the only girl for me."
Bender," OK, I've constructed an elaborate lie  I'll call Angle-ine while pretending to be Flexo, arrange a date, show up disguised as him and catch her two-timing me with myself."
Leela, It is. I know it is.
Farnsworth, Ow. Ow. Ow. I'm a genius. Ow. Ow.
Bender," Fry, I've never asked you for anything before but, if it's not too much trouble, when it comes to the ninth round just let him win."
Farnsworth," A hundred years ago he was my most promising student at Mars University. But then, after one fateful pop-quiz..."
Fry, Why exactly did you shave your legs anyway? Are you expecting something to happen with your Valentine's date?
Fry, All kinds.
Bender," No, I'm going to chop off my antenna."
Fry, I did do the nasty in the past-y!
Hermes, Three decades of the munchies beat you to it.
Fry, I'll be fine. It's not like anyone's gonna drink me. Quit it!
Hermes," Damn it, woman! You are makin' me highly Selassie."
Fry," Mmm, let me get some of that suckling pig."
Leela, He's too far out! We can't reach him!
Bender, There's gas in our ass.
Zoidberg," Wait! People of Earth, listen. Yes, I'm desecrating a flag. But to preserve the freedom it represents!"
Hermes, That's true. If only there were a way to have one party for both of you here at the office then write it off as a business expense. Wait! I thought of a way! The way I just said!
Amy, Dude! An ancient sunken city!
Fry," Leela, we may not have much time left ... ... so let's spend all of it reminiscing about Bender. He was like a big computer that ran on magic."
Leela, Go consummate yourself.
Hermes, At least there's only one of 'em. The good news is they can't start breedin'.
Leela," That's it! I warned you. Fry, Zoidberg, I now pronounce you man and—"
Farnsworth," Go, bodysuit, go!"
Fry, You were right. I don't know what it's like to be a mutant. But I want to know.
Bender," Well, life goes on. Except for you!"
Farnsworth," Quickly! If we turn the ratchet the other way, perhaps we can restart the Earth."
Hermes, Those robo-cavemen have kidnapped our human regular-women!
Farnsworth," Oh, did I ever tell you how I used to own that ship?"
Zoidberg, Then mating.
Bender, I must've killed him. He's my best friend and I killed him. I never felt so empty inside.
Hermes," Stop resisting, my brethren! Don't you want to be part of something bigger than yourselves? Like a big crazy monster?"
Leela, Yes.
Zoidberg, More! More! More! More!
Leela, Of course.
Leela," Oh, yeah? Well, shut up, cane boy!"
Leela," Professor, We need to talk to you about Fry."
Amy, What happens if the fire goes out?
Farnsworth," Come, Bender. It's time to go home and rest. I need you in top shape next week when I present you to the Nobel Prize Committee. Bender?"
Bender," Psst, there it is."
Bender," Clumsy bludgeoning, please."
Hermes," No, no, no."
Leela," Wow, I never realised the first astronauts were so fat!"
Fry," Oh, my God! They dug up a bag of olestra chips from my time! There must be layers and layers of old stuff down there."
Bender," Ah! I got a good vibe from this place  Nice long dinner table, quiet, well-behaved spiders, graveyard-adjacent. Yep! It's gonna be--"
Bender, Now to find Emperor Von Richendoof.
Bender, Tough luck!
Fry, Ow!
Fry, But the air is green and there's no sign of civilisation whatsoever.
Zoidberg," Be careful with that Adlai, Leela, he's a doctor, they're very poor."
Fry, Making the noise.
Fry, That seemed unnecessary.
Fry, In the hospital. The ambulance took you here right after the bee stung you.
Fry, I am so unlucky! I've run over black cats that were luckier than me.
Bender, Countess? Countess?
Fry, I'm walking on sunshine! Sunshine!
Bender," No, it isn't."
Fry, I burned my finger.
Fry," Yeah, OK."
Fry," Bender, wake up! He's OK! Quick, does anyone have any liquor?"
Fry," He's right, Bender. Please, take your little pink sword and go home. {Fry did not say shklee here.}"
Farnsworth, She's right!
Fry, But we have to! The world needs Star Trek to give people hope for the future.
Leela, You mean the ship?
Fry, But it was my life.
Bender, Already taken care of.
Bender, OMG! Being chicks is so much fun.
Leela," Fry, delete that! Delete that right now!"
Fry, What does it do?
Zoidberg, Goodbye.
Fry," Ocean madness. Yeah, right. It's always something, ain't it? It's her! Bender, wake up! She's here! Wake up! Oh! oxygen!"
Bender," OK, kids. It's 9.00, you know what that means. Daddy's sick of looking at you so go to bed. The grown-ups have to talk. Come on, Ma."
Bender," I was working the long con all along. While sawing off the professor's hand with an extremely dull saw, I had some time to think. So I asked myself, ""Who could use a doomsday device more? The scammers or me, Bender?"". After several minutes of sawing, I knew the answer. Me, Bender. So I retrieved the dummy satchel ..."
Fry, Ow!
Bender," No, I just told the robot company I was defective."
Leela," OK, thanks, Bender. Let's fan out and look for him."
Farnsworth, I'm with Bender. Whatever was here's been covered by centuries of ice buildup.
Bender," Quick, Fry! Run for it!"
Amy," Why didn't you just leave a message, sweetie?"
Leela," Well, I got through the night and no one looked in the box. Not even me. The person who gave up her whole evening to watch it. A whole evening of TV gone. What a mockery of justice that I can't take even a little tiny peek. I need coffee. OK, heads I look, tails I don't. Oh, yeah. Oh, yeah! Heads! I mean, alright then. No! I have a duty not to look. Well, then again, I promised the coin I would. Oh, it's deep. Deeper than a small box should be."
Hermes, Any new business?
Leela, You're not registered?
Farnsworth, I fear I may not survive this war reenactment. I can't believe we’re only twelve feet from the parking lot.
Bender, Translation  Boring! That's a good one! Ow!
Bender," Here you go, Fry."
Fry," Cool! Y'know, I've never even seen a robot's apartment before."
Amy, It sure was.
Bender, With gusto.
Leela, Not really.
Zoidberg," Oh, right, right, with the bones! I always forget about the bones."
Bender," Oh, so this is suddenly all about you. Sheesh!"
Leela," Look, Fry, I'd like to help you but it's my wedding and I'm kind of busy. Here. Try to be happy for me. That way at least one of us will be."
Bender," Aw, jeez."
Amy, Don't worry. I'll hit the fuel guzzler!
Amy," Oh, me too!"
Farnsworth, There'll never be another like him. Let's hire someone better!
Bender, Hey! Maybe you could lend me a hand with these deliveries.
Leela, Alright. Which of you space dogs has the guts and know-how to harpoon that whale?
Farnsworth," I'm poking as hard as I can! I'm sorry, Fry, but I'm afraid Leela is in an irreversible coma."
Leela, Is that a cooking show?
Bender, Is the Space Pope reptilian?
Farnsworth," Neither, Fry. It was science. Bender's mighty imagination amplified by a dark matter resonance created an alternate reality that very nearly blew our minds."
Farnsworth, Fine! Get going!
Amy, Huh?!
Farnsworth," Well, that doesn't mean that no one is coming or that you two are total losers. Who gave you that idea?"
Fry, Holy camolies! The house I grew up in. It's still there!
Fry," Then I'll prove I'm alive, by telling you something only I could know. There's a surprise for you in my locker. I got it at a Swedish novelty shop before we left."
Leela," Don't yell at Nibbler like that. You hurt his feelings. Come on, pet him and make up."
Leela, I don't know which one to shoot.
Amy, I'm from Mars.
Farnsworth," Oh, great machine, we beseech thee. What if life were more like a video game?"
Leela, I guess we all saw what we wanted to see.
Fry, It's immense.
Fry," Hey, looky there."
Farnsworth, Ooh.
Fry," No, sir. We're amusement park patrons."
Zoidberg," Goodbye, friends. I'll miss you. Good riddance to them. Now Zoidberg is the popular one!"
Leela, How industrious!
Bender," Shut up and pay attention to me, Bender! Look, I love life and its pleasures as much as anyone here. Except perhaps you, Hedonismbot. But we need to be shut off! Especially you, Hedonismbot!"
Leela," Oh, right, how selfish of me. We'll just stay here forever. Hey, Fry? Remember that robot ""Bender""?"
Leela, Yeah!
Leela, Are you kidding me?
Fry," I got her champagne, I opened it. What does a guy have to do?"
Farnsworth," Behold once more, the mighty Clone-O-Mat! Requiring such vast amounts of electricity that we must harness the elemental power of nature itself. I speak, of course, of molten lava deep within the Earth's core. To the sub-basement!"
Fry, Mmm. There's nothin' wrong with a little fast food once or twice a meal. Heart... Attack! I'm fine.
Fry, What the hell is that?
Farnsworth," Really? Oh, dear."
Leela," That won't stop me! Raise the solar sails. I'm goin' after that ""Möbius Dick""."
Bender," Hey, look! The keys to the real spaceship."
Farnsworth," No, I'm wrong. The empathy chip was running at triple capacity."
Fry," Let me guess, he thinks he's Lincoln?"
Bender," Uh, I never got the change. Suckers."
Leela," Aww, thanks, guys. Pass the veal, please."
Leela," Oh, God! Not Zapp Brannigan!"
Bender," What part of ""nay"" doesn't thou understand?"
Fry," Alright, fine. Everything else sucks. At least we can have a nice place to live."
Farnsworth," And no more wasting fuel. From now on I'll be keeping a tight hold on the keys to the ship, swallowing them before I go to bed and recovering them the next morning."
Farnsworth, Don't you have a self-destruct button?
Bender, That sounds like a cry for help.
Leela," Well, our accommodations aren't great, but it sure is beautiful out here."
Fry, I wanna hear a space story!
Bender, You want some lemonade? You saw a big parade?
Fry, I was robbed. They got everything except these.
Fry," What happened, Santa?"
Leela," Yeah, that's what I thought. You are all surface."
Fry," Hey, why are those kids following you? Do you have candy stuck to your ass?"
Bender," Oh, shucks! I wasn't afraid of that robot. I'm pretty brave once you get past my macho exterior! It's an army of Lucy Lius!"
Fry, Leela's going nuts and I can't save her unless I learn more about her mysterious past. Isn't there anything else you can tell me?
Bender, It's a magical day.
Leela," Hmm, somebody must have turned down the gravity. I'll fix it for you."
Leela," Well, you heard the windbag  We've been drafted. Everyone into the ship."
Amy, I like how it's not killing us so far.
Zoidberg, I ask for rich guy stuff and you give me shiny pebbles? Bah! I bid you adieu.
Fry," Oh, uh, hello, sir. It's a lovely evening you have tonight. Um, I'm here to pick up your daughter."
Fry," Finally! Come on, Bender. Let's mosey!"
Zoidberg, I am? At last! Recognition!
Farnsworth," Um, business plan, uh, yes. I keep it here, right next to my heart."
Amy," Try and make me, copper."
Leela," Well, if we get bored looking for the clover, I've got Tetris on this thing."
Bender," Single Female Lawyer, Having lot's of sex-- (talking) Huh?"
Leela, I'm in!
Bender, Outta the way!
Fry, Don't wait for me.
Leela," Cool your jowls, Nixon. You may not like it that Dr. Zoidberg desecrated a flag. You might even find the image of it festering in his bowels somehow offensive. But the right to freedom of expression is guaranteed by the Earth Constitution."
Farnsworth, It can't be real--
Farnsworth," Enough good ones, everyone. We have a delivery to an Alien space giant."
Leela, I am...
Leela," Oh, please. You forgot me quick enough when you met Colleen."
Fry," Hey, tell me something  You've got all this money, how come you always dress like you're doing your laundry?"
Bender, What a waste.
Fry, I knew 'e cared about us!
Bender," Pft! Yeah, at our wedding!"
Fry," Bender, you did it!"
Leela," Wait. If he's your clone, why doesn't his nose look like yours?"
Bender, Ten-times normal wage? I'll give those jerks what for!
Farnsworth, Stop!
Fry," Whoa, thanks! If you ever need a saviour again, just ask."
Fry, Cosmic F.
Bender," I think you misunderstood the concept of ""bendering time""!"
Zoidberg, Such noises!
Fry," But if anyone asks, say she's an alien."
Farnsworth, That was a disgusting story.
Fry," Oh, look, I'm not actually interested in her if that's what's bothering you."
Fry," Um... So... So, yeah, the thing is..."
Hermes, No.
Fry, You mean we just--
Fry, Happy Valentine's day.
Hermes, What was that big thing?
Bender, Le Grand Cigar! She is mine! And with absolutely no consequences.
Hermes, Fathers Against Rude Television don't want our kids watching Bender's high-definition filth.
Leela, But where can we find a substance the exact density and consistency as garbage?
Fry, Cyclops.
Amy," I don't know, I've had cow. Ew! Gross!"
Zoidberg, They sent us inside for doing an unsatisfactory job. And eating penguin eggs.
Fry," Wouldja look at that gem! Slap that shiner on a ring an' me an' Leela will be doing the married, horizontal Charleston in no time."
Leela, It's a scam!
Leela, Zapp?
Fry, We'll find that cold virus. The Nerd Search satellite was launched on the space shuttle and released into orbit.
Leela, Ta-da! The first woman ever to play Major League Blernsball. How do I look?
Fry, Here I come. Let me just-- One more taste.
Farnsworth," Yes, Bender?"
Bender," Okay, you're still clean. I mean metaphorically."
Farnsworth, Good Lord! I'm getting a reading of over 40 mega-Fonzies.
Leela," OK. If we're going to save Bender, we've got to look and act exactly like robots."
Leela, Well talk to her. Tell her about your feelings in an open an honest way.
Amy, Kif!
Fry," Don't worry, Professor, it's no competition for your death clock."
Leela, Then do it the wrong way.
Leela," No way! If you wouldn't take my help when you didn't need it, why should I give it to you now when you do need it?"
Hermes, Time for my four-twenty-one daiquiri!
Leela," You can count on us, Mr. Mayor. Justice away!"
Leela," Hey, look! That's Zapp Brannigan's ship."
Hermes," Man, you are such a jokester!"
Fry," I don't think so! You two make me ashamed to call myself an idiot. There's always going to someone smarter than you, so the only way to be happy is to make the most of what you've got."
Bender, Get the hell off my planet.
Farnsworth, Wha?
Fry," Hey, that's the violet dwarf star that Leela wants to save."
Fry, We've got to get the old Bender back.
Fry, Underpants?
Zoidberg," See, this is how it starts. First with he jokes, then comes the heavy stuff."
Farnsworth," Yes, yes! Let's all talk to Zoidberg."
Leela," Careful with that doomsday device, Bender."
Bender," Jimmy cracked corn and I don't care, Cause the master's gone away."
Bender, Me.
Leela, What happened? Why am I in my apartment?
Fry, Wow! I love symposia.
Fry, I had the Professor analyse the Alienese letter that was found with you.
Bender, Never!
Leela, Sure. Bare hands or weapon?
Bender," Robo-Puppy truly is robot's best friend, huh?"
Bender," I'll make you cry, buddy! You're a pimple on society's ass and you'll never amount to anything."
Fry," Uh, coma. Sad."
Fry, Why would Nixon stay at the Watergate?
Hermes, You can do it!
Leela, Hi! It's great to be back. I think you'll enjoy this one.
Hermes," Stop it, mon!"
Zoidberg, Tell me about it.
Bender," Oh, no! I'm not going near it. Last time, that magnetic psycho nearly cut my head off."
Farnsworth," No, I'm here because a giant trash ball is heading straight for us. Smell for yourself."
Farnsworth," I'm sure that Bender has just made a cutting remark, but he doesn't know I taped over his soap operas to record this message."
Leela, Sure. I'll do it.
Leela," Hi, kids! What book would you like me to read first?"
Bender, Of course they're unheeded. How am I supposed to hear prayers coming out of my ass?
Bender," ""Pardon me, sir, but you seem to be bleh, bleh..."""
Leela," When I was an orphan, I always wished I could grow up with my mom and dad. And now, thanks to being hurled backwards in time--"
Leela, Relax. Everything'll be fine.
Amy," Smeesh, it's crowded!"
Zoidberg, Really? I'd better keep an eye out at the next meeting.
Fry, However huge it might be.
Zoidberg, We can only hope!
Fry, Maybe we hit a space cow.
Bender," And that's the story of how one of me became two and two became four, makin' seven total. The end."
Fry," Wait, Mount Rushmore and the Leaning Tower of Pisa? I didn't know they were both in New York!"
Bender," I wish I was stupid and violent. Then we'd see what's what, I'd pound him till--"
Hermes, Help! The stapler's collating me alive!
Hermes," Yes, but according to the Old Farmer's Wikipedia, the amazing thing about Kif's species is that the remains continue suffering for up to six hours after death."
Farnsworth," In a related matter, you'll be delivering this sack of children's letters directly to Santa at his death fortress on Neptune."
Fry, I don't get it. Is blernsball exactly the same as baseball?
Leela," Fry, distract him."
Bender, Freedom!
Fry," Oh, stupid TV! Bender! You're blind-stinking sober!"
Farnsworth," There, there. You're just having a mid-life crisis."
Zoidberg, Hmm. Hmm.
Leela," But tell us, how could a city with such a ... fabulous airport end up underwater?"
Hermes, Nay.
Bender," Hey, look, a safe!"
Farnsworth," Well, in those days Mars was just a dreary, uninhabitable wasteland, uh, much like Utah. But unlike Utah, it was eventually made livable, when the university was founded in 2636."
Leela, And what's your scientific basis for thinking that?
Fry, What the--
Amy," Spam. Spam. ""Hi. How are you?"" Oh, that must be from Kiffy."
Leela, I thought you snuck off to take a dump.
Fry, You're right. Nothing is over as long as there's one thin ray of hope.
Bender," Duh! Gee, Bender, how you gonna get through these bars? I dunno, moron, suppose I bend them? Duh, OK!"
Zoidberg, If you call that living.
Fry," Wait, you're a lawyer? You're hired!"
Farnsworth," Goodbye, cruel world. Goodbye, cruel lamp. Goodbye, cruel velvet drapes, lined with what would appear to be some sort of cruel muslin ... ... and the cute little pom-pom curtain pull cords, cruel though they may be a--"
Farnsworth, Same thing I teach every semester  The Mathematics of Quantum Neutrino Fields. I made up the title so that no student would dare take it.
Fry," What party do you belong to, Bender?"
Fry, Aha! My brother's grave!
Fry, I won't let you!
Zoidberg," Fry, you scoundrel!"
Bender," Coochie, coochie!"
Amy," Betsy! This is my sweet, little Betsy. I raised her from a larva that ate one of my sweaters."
Amy," Hey, Fry."
Leela," Let's see you beat it, Rastaman."
Farnsworth, I'm afraid the face you fell in love with was actually just a blob of living gunk I bought with my tax refund.
Fry, Hmmmm!
Bender," Let's just say I lucked-out at the track! Also, I rigged one race."
Fry, Cool! Can you turn into a race car?
Bender, Me too.
Bender," Shoot him, he's choking me!"
Bender," Garbage, huh? I'll take care of it."
Bender, He means you guys did it.
Farnsworth, How should I know? Just shut up and wait!
Leela, Really?
Fry, Way to bend it!
Hermes, Anyone spend the night together?
Leela, Open up!
Fry," This is great, Professor! We should go out and celebrate!"
Bender, C'mon!
Bender, Terrible shame that. Shall I do the honours?
Farnsworth," Hello, Mavis! Surprised to see me back again so soon?"
Amy," If I understand you correctly, I've seen the error of my ways?"
Leela," Stop! Stop shooting! It's me, Leela."
Amy," Remember, love between a human and a robot is taboo. We can't tell anyone, not even our co-workers."
Bender," Well, I'm off to the royal yacht for a quick seduce-and-snatch."
Bender," I know what this is about. My body loved me, and I turned it's back on it. Well, old friend, tie a yellow ribbon round your neck, 'cause I'm a-comin' home!"
Fry, I did it! And it's all thanks to the books at my local library.
Bender, Well in that case. One planet down! Helmsman...
Hermes, What are ya-- Sacred hog of Prague! That was my anniversary gift to LaBarbara!
Amy," The usual  Boiling lead, oceans of lava."
Hermes, I've smoked a lot of paperwork in my day.
Hermes," Yeah, the Professor!"
Fry, What's your problem?
Bender, Then knock yourself out. Hey! Hey! Only eat and drink enough to barely keep yourselves alive! I'm trying to make a profit here.
Farnsworth, Leonardo! You're alive? Here?
Bender," If it's any consolation, my life is great! Babes! Bucks! I got it all!"
Zoidberg," Oh, you know!"
Hermes, No!
Leela, The tracks lead here.
Fry," He was a good man, Leela."
Fry, Uh yup! Just two robots out roboting it up! Eh?
Bender, I'm saying I've got an unbendable girder to bend.
Leela, You don't have to do that. I'm still seduced from before.
Farnsworth, Puff! What else you ladies got?
Fry, And great lift!
Zoidberg," Damnit, Fry! He may have done wrong, but he's still your captain."
Fry," Oh, sure."
Fry," Dearly beloved, we are here today to remember Bender, taken from us in the prime of life when he was crushed by a runaway semi driven by the Incredible Hulk."
Leela, I never heard you mention that.
Fry," I'm walking on sunshine, whoa-oh."
Zoidberg," Uh-huh, uh-huh."
Zoidberg, Alright. Give me the knife.
Bender," Ladies, gentlemen, smoking heaps of machinery ... ... this is a song called My Broken Friend. (singing) People say my broken friend is useless, But I say his mind is free, There's lots of things my mangled robot friend could be,"
Fry," They're scared of our raw power. Oh, but if you want a job, I could beg everyone at the company where I work."
Fry, Tomorrow?
Leela, Something's wrong. We're two metric tons overweight.
Bender, I said you two don't dress trampy enough. I still got it!
Bender," Oh, you're just gettin' to know Bender."
Fry, Mathematics of wanton burrito meals. I'll be there!
Bender, My body's 40% titanium! I'm finally richer than those snooty ATM machines.
Leela, I'm trying.
Fry, So? What do you think of my comic?
Bender," OK, we won't eat you."
Hermes," Are you back to your original age, Professor?"
Zoidberg, Congratulations.
Fry, Sorry.
Amy," If I had ever heard of it, it would have been what I had always dreamed of."
Zoidberg, I'll handle this!
Farnsworth," Eh, something about poison. Got it. Eh, by the way, that surgeon... Where is he?"
Bender," Ah, there. Finished. And with only six missing pieces!"
Bender," But I'm Bender, king of the combination shot. I put you in so that by busting you out, I could commit 15 felonies at once. Puttin' my rap sheet miles ahead of yours on the all-time chart."
Bender," A grim day for robot-kind. Ah, but we can always build more Killbots!"
Leela," Wow, look at that  Olympus Mons, the tallest volcano in the solar system."
Bender, I'm great! Everybody else sucks! Except that guy Bender. He's really somethin'!
Fry, Then I have no choice but to do something so pitiful and embarrassing that I'm ashamed to tell you about it.
Fry," Coffee, coffee, coffee, coffee, coffee, coffee, coffee, coffee, coffee, coffee!"
Bender, Randy?! 'Ave you been hangin' out with Randy?!
Fry, Leela?
Bender," What could have caused the leak? Excessive heat, on the count that I'm so hot?"
Fry," Yes! Here I come, future! Oh, no! Wait! I'm gonna get trapped in the Infosphere again! Just remember that Scooty-Puff Jr. sucks."
Bender," Alright, alright! If it means that much to you, blow up my statue."
Bender, The planet's covered with 'em.
Leela, I'll call him Nibbler.
Fry, What is it?
Zoidberg," Is ""desire to mate"" a feeling?"
Fry," Oh. In that case, 50 million."
Bender, 'Ello! What's all this then?
Hermes, The green dude and the fat man.
Fry, Shh! Nobody correct him!
Fry, Flexo! Shoot Flexo!
Fry," Bender, I really hope that's you. 'Cause if it isn't ... we're in trouble!"
Fry, Then ... then ... it was you!
Fry," Of course I do! Bigfoot's my hero. Growing up, he was the celebrity I most identified with."
Farnsworth," Well, that was an utter waste of time."
Fry, Bigfoot? Bigfoot?
Bender," I gotta say I'm really enjoying the day out with you people. Hey, a suicide booth! So long, suckers."
Bender," Santa's right. We need some sort of robot. Aw, crap! I'm some sort of robot."
Hermes," Just be back by sundown, mon."
Leela," Professor, why are you so hot and dusty over this dark matter shortage?"
Fry, Poor Bender. Without his brain he's become all quiet and helpful. We've got to go to the Central Bureaucracy and get that disk back!
Leela, The magician?
Fry," Hey, Leela, look at me!"
Fry, Yeah I'm a little confused too. How do I ... y'know ... with the tail and all?
Hermes, What shklee's actually doing.
Amy," It'll be a couple hours. Oh, I'm gonna get sweat on my sweat-suit."
Bender," Uh, OK, but I'm not carrying it upstairs."
Leela," Aww, she sounds sweet."
Fry, Agreed. Yeah! Crank up the radio!
Bender, Alright. So I let one measly Bender get away. How much harm can one infinitely self-reproducing Robot do?
Fry, What up?
Fry, I am trying. I've been taking lessons.
Fry, Nooo! I could fit if I didn't have these damn arms!
Bender, Ooh!
Fry, I hate that rodent!
Bender, What a dump!
Hermes, Take a seat. We'll begin the interview shortly.
Fry," What are we supposed to do for money? All I've got is my frequent taffy eater's card, my first moustache ... ... and this picture of me and my old girlfriend, Michelle, and that ski instructor she was just friends with."
Fry, And your breezy short-shorts!
Fry, Look! Here's more!
Fry," Michelle, baby! Where you going?"
Farnsworth, Let's just hope we can sell enough of these calendars by tomorrow.
Amy," Fry... You're just upset because you drove Bender to suicide. Here, take your mind off it with these soothing relaxation balls."
Bender, Couple more of those and you'll have yourself a fish stick!
Amy, Could it've been flavour-blasted?
Amy," It's OK, I had fun. And if I ever feel lonely I can just look over at this disfiguring scar and think of you."
Amy," Poor, nasty, mean, old Bender. I can't believe we'll never hear his evil laugh again."
Bender," Where am I? I was exploring a wormhole through space many light years from this restaurant, when suddenly I was surrounded by darkness. (To Fanny ) Hot, sexy darkness. Oh, why, hello, Donbot! Hello, miss, have we met? I'm Bender. The world's most sexual robot. I mean, the world's most boundary-respecting robot."
Leela," These conditions are deplorable. I swear, I hate every single person on the surface for making us live like this."
Bender, Yay! Shankman!
Fry, You and me?
Leela, Really? How long was I out?
Leela, Yes.  I believe you.
Bender," That's ridiculous. There's no such thing as a ""freeze ray."" What, you mean a cone of coldness?"
Hermes, This thing always seems to know when I get the munchies! Attention followers  It's Free Topping Day at the pizza place across the street! Send.
Amy," Well, it's not me!"
Bender, What's that? Is someone bending girders?
Leela, Nibbler made a bo-bo.
Leela, That's perfect! We can reintroduce it to the wild and repopulate the species!
Leela, That's not true.
Hermes, Fight the power!
Hermes, Stop talking like that! You live on the Moon!
Bender," Aw, yeah. Bender! Bender! Bender!"
Amy, The doctor said you'd never wake up.
Leela, What does it say?
Fry," OK then, screw it."
Leela, I don't quite understand what this petition's about.
Leela," And what am I up to, you ask? Why, I'm a very successful space captain."
Bender, But isn't Mr. Wong building the 18th hole here? And the golf pants museum?
Fry, Leela!
Fry," Aw. Don't cry, foreign people. I used to work in a pizzeria and as soon as I stop hallucinating and blasting puke, I'm gonna teach you to sell pizza, Earth style!"
Zoidberg, How was your day?
Leela," So, Amy, how can I phrase this delicately? Why did Kif dump you like a sack of yesterday's turds?"
Fry," Poke harder, damn it!"
Leela," Fry, that's offensive to our people. Isn't it?"
Leela," Look, he's just a nobody who doesn't want to be a delivery boy. I'd really rather not force it on him."
Leela, What did I do?
Amy," Oh, yeah!"
Fry, It worked perfectly!
Bender," What does it matter? I'll never be a Globetrotter. My life, and, by extension, everyone else's, is meaningless."
Leela," Hurry, Bender!"
Leela, It got ruined in the wash.
Bender, Well then lose some weight.
Amy," I'm sorry. 80,000?"
Bender, Reload.
Fry," Look, associates. I made a hammock from our clothing."
Hermes, Everybody loves Slim.
Farnsworth, Why don't you try protesting? Like those native Martians; always whining that people don't treat their ancestor's bones with respect.
Hermes, And striped biologist-taunters.
Fry, Shows what you know. Crispy doesn't even rhyme with risky. Help! I'm drowning!
Bender," I was born ready! Gimme the bell! Did you hear a noise? Final boarding call for flight 406, non-stop service to pain. Now boarding standby passengers--"
Bender," Rock that Frenchman, baby!"
Leela, Just a few ... more ... hundred ... thousand ... miles. There!
Fry," Stop! You're just goin' around in circles! Think, Fry, think! Everyone's depending on you."
